user_id,faculty,role,material_title,material_type,action,action_date,duration_min,rating
U1331,ФЕН,студент,Data Science Guide,стаття,перерва,2025-06-16,12.3,3
U1332,ФКБ,викладач,Data Science Guide,відеолекція,пошук,2025-03-30,11.8,1
U1333,ФЕН,викладач,Digital Logic,підручник,початок,2025-10-23,9.1,1
U1334,ФЕП,студент,Database Design,стаття,завершення,2025-09-14,7.7,2
U1335,ФЕП,студент,Cybersecurity 101,відеолекція,пошук,2025-07-27,2.7,1
U1336,ФЕП,студент,Database Design,відеолекція,початок,2025-08-13,12.8,1
U1337,ФИТ,студент,Python Basics,практикум,пошук,2025-05-06,8.7,3
U1338,ФИТ,студент,Big Data Systems,відеолекція,читання,2025-11-22,12.4,1
U1339,ФЕП,викладач,Big Data Systems,стаття,пошук,2025-02-25,12.3,2
U1340,ФЕП,студент,Python Basics,електронна книга,читання,2025-09-11,2.0,2
U1341,ФЕН,студент,ML Intro,стаття,пошук,2025-09-17,8.9,3
U1342,ФИТ,викладач,Algorithms and Structures,стаття,завершення,2025-08-29,9.4,3
U1343,ФИС,студент,Python Basics,підручник,пошук,2025-05-05,6.2,5
U1344,ФЕН,студент,ML Intro,відеолекція,перерва,2025-02-06,5.9,3
U1345,ФЕП,студент,Python Basics,електронна книга,читання,2025-09-02,12.2,4
U1346,ФКБ,студент,Python Basics,електронна книга,читання,2025-02-08,12.4,2
U1347,ФКБ,викладач,Cybersecurity 101,практикум,читання,2025-06-17,6.6,4
U1348,ФЕН,викладач,Digital Logic,підручник,читання,2025-09-17,11.2,5
U1349,ФИС,викладач,ML Intro,електронна книга,пошук,2025-03-26,14.6,4
U1350,ФЕН,студент,Cybersecurity 101,підручник,пошук,2025-01-31,14.9,5
U1351,ФКБ,студент,Digital Logic,підручник,читання,2025-04-04,12.1,3
U1352,ФИС,викладач,ML Intro,підручник,завершення,2025-08-30,9.6,4
U1353,ФЕП,викладач,Database Design,практикум,читання,2025-01-17,3.9,3
U1354,ФИТ,студент,Python Basics,стаття,читання,2025-01-31,5.7,5
U1355,ФЕН,викладач,Algorithms and Structures,практикум,завершення,2025-10-30,7.6,1
U1356,ФЕП,студент,Algorithms and Structures,електронна книга,читання,2025-01-24,4.5,3
U1357,ФЕП,студент,ML Intro,практикум,перерва,2025-08-24,3.9,3
U1358,ФКБ,студент,Algorithms and Structures,практикум,завершення,2025-07-19,3.3,4
U1359,ФЕП,студент,Big Data Systems,підручник,читання,2025-06-14,1.9,5
U1360,ФИТ,викладач,Database Design,стаття,початок,2025-11-16,10.7,2
U1361,ФЕН,викладач,Algorithms and Structures,відеолекція,завершення,2025-01-20,8.6,3
U1362,ФЕП,викладач,Algorithms and Structures,підручник,пошук,2025-04-28,6.5,4
U1363,ФЕН,студент,Python Basics,відеолекція,пошук,2025-02-21,2.7,1
U1364,ФИТ,викладач,Data Science Guide,практикум,перерва,2025-09-01,9.0,2
U1365,ФКБ,викладач,Python Basics,електронна книга,перерва,2025-10-03,13.3,3
U1366,ФИС,викладач,Digital Logic,відеолекція,завершення,2025-10-08,5.6,2
U1367,ФЕН,студент,Cybersecurity 101,електронна книга,пошук,2025-10-02,9.2,5
U1368,ФИС,студент,Data Science Guide,стаття,пошук,2025-03-30,14.3,4
U1369,ФИТ,викладач,Database Design,практикум,початок,2025-07-31,3.0,4
U1370,ФЕП,викладач,Python Basics,відеолекція,початок,2025-05-11,5.3,2
U1371,ФЕП,студент,Digital Logic,підручник,початок,2025-06-22,14.0,4
U1372,ФИТ,студент,Cybersecurity 101,електронна книга,початок,2025-06-03,13.6,2
U1373,ФИС,студент,Data Science Guide,підручник,початок,2025-04-12,5.6,3
U1374,ФЕН,студент,Python Basics,стаття,читання,2025-06-07,10.3,4
U1375,ФЕП,студент,Data Science Guide,відеолекція,читання,2025-01-25,7.6,5
U1376,ФКБ,викладач,ML Intro,електронна книга,читання,2025-11-23,8.3,1
U1377,ФЕП,викладач,Data Science Guide,підручник,читання,2025-08-03,12.8,3
U1378,ФКБ,викладач,Data Science Guide,електронна книга,завершення,2025-04-25,10.1,1
U1379,ФЕП,студент,Database Design,відеолекція,читання,2025-11-11,8.1,2
U1380,ФКБ,викладач,Algorithms and Structures,відеолекція,пошук,2025-06-02,5.3,1
U1381,ФКБ,студент,Algorithms and Structures,електронна книга,читання,2025-07-22,9.0,1
U1382,ФИС,викладач,Big Data Systems,стаття,перерва,2025-08-14,8.6,3
U1383,ФЕН,викладач,Python Basics,стаття,початок,2025-07-17,5.2,1
U1384,ФЕН,студент,Python Basics,відеолекція,читання,2025-08-14,2.9,4
U1385,ФКБ,викладач,ML Intro,підручник,читання,2025-03-01,2.2,1
U1386,ФЕН,викладач,Digital Logic,стаття,перерва,2025-01-28,7.7,1
U1387,ФКБ,викладач,Database Design,електронна книга,пошук,2025-06-01,1.4,5
U1388,ФКБ,викладач,Database Design,практикум,початок,2025-06-12,1.4,2
U1389,ФКБ,студент,Big Data Systems,відеолекція,пошук,2025-08-14,11.9,5
U1390,ФИС,викладач,Algorithms and Structures,відеолекція,початок,2025-09-16,11.3,3
U1391,ФИТ,викладач,ML Intro,відеолекція,читання,2025-11-26,8.4,1
U1392,ФЕП,викладач,Algorithms and Structures,відеолекція,читання,2025-04-28,9.8,2
U1393,ФКБ,студент,Digital Logic,електронна книга,початок,2025-04-12,0.5,4
U1394,ФИТ,студент,Data Science Guide,практикум,завершення,2025-02-14,5.9,3
U1395,ФИС,студент,Digital Logic,підручник,читання,2025-06-23,7.1,3
U1396,ФИС,викладач,Digital Logic,відеолекція,пошук,2025-11-27,7.5,3
U1397,ФКБ,викладач,Cybersecurity 101,електронна книга,читання,2025-08-31,2.3,4
U1398,ФИС,викладач,Data Science Guide,підручник,початок,2025-04-04,12.6,4
U1399,ФИС,студент,Data Science Guide,підручник,пошук,2025-01-07,13.0,2
U1400,ФЕП,студент,Digital Logic,стаття,пошук,2025-04-22,13.8,1
U1401,ФЕП,студент,Database Design,електронна книга,завершення,2025-01-12,12.6,2
U1402,ФИТ,викладач,Digital Logic,підручник,читання,2025-11-26,5.4,5
U1403,ФИС,викладач,Cybersecurity 101,підручник,пошук,2025-05-29,11.9,5
U1404,ФИТ,викладач,Database Design,підручник,завершення,2025-03-09,7.2,2
U1405,ФЕН,студент,Database Design,стаття,пошук,2025-08-08,10.3,5
U1406,ФЕП,студент,Database Design,підручник,початок,2025-09-18,0.6,4
U1407,ФЕН,викладач,Database Design,практикум,пошук,2025-02-11,5.1,5
U1408,ФЕП,студент,Big Data Systems,практикум,перерва,2025-09-20,3.3,3
U1409,ФЕН,студент,Data Science Guide,підручник,читання,2025-05-27,4.0,5
U1410,ФИТ,студент,Database Design,практикум,завершення,2025-01-04,6.7,1
U1411,ФКБ,викладач,Algorithms and Structures,відеолекція,читання,2025-11-16,3.3,3
U1412,ФИС,викладач,Big Data Systems,електронна книга,читання,2025-10-11,14.0,5
U1413,ФЕН,студент,Big Data Systems,відеолекція,завершення,2025-10-14,9.4,2
U1414,ФИС,викладач,Digital Logic,стаття,пошук,2025-10-03,3.1,3
U1415,ФИТ,викладач,Database Design,стаття,пошук,2025-11-19,5.3,1
U1416,ФИТ,студент,Digital Logic,відеолекція,читання,2025-05-27,2.1,4
U1417,ФИТ,студент,Data Science Guide,практикум,завершення,2025-10-14,3.6,2
U1418,ФЕН,викладач,Algorithms and Structures,електронна книга,пошук,2025-02-12,5.5,1
U1419,ФИТ,студент,Algorithms and Structures,практикум,початок,2025-06-18,9.5,1
U1420,ФИТ,студент,Digital Logic,стаття,перерва,2025-07-20,2.3,1
U1421,ФИТ,викладач,Algorithms and Structures,підручник,початок,2025-05-15,14.3,2
U1422,ФЕН,студент,Cybersecurity 101,практикум,початок,2025-03-06,4.2,5
U1423,ФКБ,викладач,Digital Logic,стаття,пошук,2025-09-03,10.2,4
U1424,ФКБ,студент,Cybersecurity 101,електронна книга,завершення,2025-03-30,9.0,4
U1425,ФКБ,викладач,Big Data Systems,стаття,перерва,2025-10-04,11.6,1
U1426,ФИТ,викладач,Algorithms and Structures,практикум,пошук,2025-05-16,10.9,4
U1427,ФЕП,викладач,Algorithms and Structures,відеолекція,перерва,2025-08-18,3.3,2
U1428,ФЕН,викладач,Data Science Guide,підручник,перерва,2025-03-29,14.5,5
U1429,ФКБ,викладач,Python Basics,підручник,пошук,2025-04-17,10.3,3
U1430,ФЕП,студент,Big Data Systems,практикум,пошук,2025-10-05,1.5,4
U1431,ФЕП,студент,Python Basics,відеолекція,пошук,2025-01-28,5.9,3
U1432,ФЕП,викладач,Big Data Systems,відеолекція,початок,2025-01-13,3.5,4
U1433,ФЕН,студент,Python Basics,стаття,завершення,2025-01-10,1.9,2
U1434,ФЕН,викладач,ML Intro,відеолекція,пошук,2025-06-24,14.0,3
U1435,ФКБ,викладач,Python Basics,підручник,початок,2025-01-11,7.3,2
U1436,ФЕН,студент,Big Data Systems,електронна книга,перерва,2025-02-04,5.5,3
U1437,ФИТ,викладач,Python Basics,підручник,читання,2025-02-10,0.5,1
U1438,ФКБ,викладач,Data Science Guide,електронна книга,читання,2025-09-03,3.2,4
U1439,ФКБ,викладач,ML Intro,стаття,завершення,2025-06-04,14.4,2
U1440,ФИТ,викладач,Big Data Systems,відеолекція,пошук,2025-10-10,12.9,5
U1441,ФИС,студент,Python Basics,практикум,перерва,2025-06-11,2.8,4
U1442,ФИТ,викладач,Digital Logic,практикум,перерва,2025-11-23,14.0,4
U1443,ФИС,студент,Python Basics,підручник,перерва,2025-01-13,7.7,1
U1444,ФКБ,студент,Database Design,стаття,перерва,2025-09-12,8.5,1
U1445,ФИТ,студент,Database Design,відеолекція,пошук,2025-08-21,3.4,3
U1446,ФИТ,викладач,Algorithms and Structures,електронна книга,завершення,2025-08-04,15.0,2
U1447,ФКБ,викладач,Data Science Guide,відеолекція,завершення,2025-09-03,7.5,1
